geohash,ev_number,count,demand,chargers
130159607005,2.0,0.0,2.0,1.0
130159608011,1.0,2.0,2.0,0.0
130159608012,1.0,3.0,3.0,0.0
130159608021,2.0,3.0,3.0,0.0
130159608022,2.0,3.0,3.0,0.0
130159608031,2.0,0.0,2.0,7.0
130159608032,1.0,0.0,1.0,0.0
130159608033,1.0,0.0,1.0,0.0
130159609011,2.0,3.0,3.0,0.0
130159609012,1.0,1.0,1.0,0.0
130159609021,1.0,2.0,2.0,0.0
130159609022,2.0,1.0,2.0,0.0
130159609023,1.0,1.0,1.0,0.0
130159609024,1.0,1.0,1.0,0.0
130159610001,1.0,0.0,1.0,0.0
130159610002,1.0,0.0,1.0,0.0
130159610003,2.0,0.0,2.0,0.0
130159610004,1.0,0.0,1.0,0.0
130179601001,1.0,1.0,1.0,0.0
130179602001,2.0,1.0,2.0,0.0
130179603001,1.0,1.0,1.0,0.0
130179603002,6.0,5.0,6.0,0.0
130179603003,1.0,1.0,1.0,0.0
130179603004,1.0,0.0,1.0,0.0
130179604001,2.0,2.0,2.0,0.0
130179604002,1.0,2.0,2.0,0.0
130179604003,1.0,7.0,7.0,0.0
130179604004,2.0,0.0,2.0,0.0
130179605001,1.0,0.0,1.0,0.0
130179605002,2.0,0.0,2.0,0.0
130179605003,6.0,0.0,6.0,0.0
130179605004,2.0,0.0,2.0,0.0
130179605005,1.0,0.0,1.0,0.0
130199701001,2.0,4.0,4.0,0.0
130199701002,2.0,4.0,4.0,0.0
130199702001,1.0,1.0,1.0,0.0
130199702002,1.0,2.0,2.0,0.0
130199703001,2.0,5.0,5.0,0.0
130199703002,5.0,65.0,65.0,0.0
130199703003,4.0,4.0,4.0,0.0
130199704001,1.0,3.0,3.0,0.0
130199704002,6.0,46.0,46.0,0.0
130199704003,1.0,31.0,31.0,0.0
130199705001,242.0,107.0,242.0,0.0
130199705002,1.0,38.0,38.0,0.0
130199706001,2.0,2.0,2.0,0.0
130199706002,2.0,4.0,4.0,0.0
130199706003,1.0,1.0,1.0,0.0
130210101001,1.0,1.0,1.0,0.0
130210101002,2.0,4.0,4.0,0.0
130210102001,2.0,48.0,48.0,0.0
130210102002,1.0,0.0,1.0,0.0
130210102003,1.0,0.0,1.0,0.0
130210103001,2.0,0.0,2.0,0.0
130210104001,1.0,0.0,1.0,0.0
130210104002,2.0,4.0,4.0,0.0
130210104003,1.0,2.0,2.0,0.0
130210104004,1.0,1.0,1.0,0.0
130210105001,1.0,9.0,9.0,3.0
130210105002,1.0,1.0,1.0,0.0
130210108001,2.0,1.0,2.0,4.0
130210110001,2.0,0.0,2.0,0.0
130210110002,1.0,0.0,1.0,0.0
130210110003,2.0,0.0,2.0,0.0
130210110004,1.0,0.0,1.0,0.0
130210110005,1.0,0.0,1.0,0.0
130210111001,2.0,2.0,2.0,0.0
130210111002,1.0,47.0,47.0,0.0
130210111003,1.0,0.0,1.0,0.0
130210115001,2.0,0.0,2.0,0.0
130210115002,2.0,0.0,2.0,0.0
130210117011,15.0,1.0,15.0,0.0
130210117012,2.0,6.0,6.0,0.0
130210117021,1.0,0.0,1.0,0.0
130210117022,1.0,1.0,1.0,0.0
130210117023,1.0,4.0,4.0,0.0
130210117024,2.0,3.0,3.0,0.0
130210117025,181.0,2.0,181.0,0.0
130210117026,2.0,37.0,37.0,0.0
130210118001,5.0,35.0,35.0,0.0
130210118002,2.0,1.0,2.0,0.0
130210118003,5.0,5.0,5.0,0.0
130210118004,1.0,0.0,1.0,0.0
130210119001,5.0,0.0,5.0,0.0
130210119002,4.0,3.0,4.0,0.0
130210119003,6.0,2.0,6.0,0.0
130210120001,1.0,4.0,4.0,0.0
130210120002,1.0,2.0,2.0,0.0
130210120003,2.0,2.0,2.0,0.0
130210120004,77.0,31.0,77.0,0.0
130210121011,6.0,15.0,15.0,0.0
130210121021,2.0,2.0,2.0,0.0
130210121022,4.0,1.0,4.0,0.0
130210121023,1.0,0.0,1.0,5.0
130210122001,227.0,51.0,227.0,0.0
130210122002,1.0,0.0,1.0,0.0
130210123001,1.0,0.0,1.0,0.0
130210123002,1.0,0.0,1.0,0.0
130210123003,2.0,0.0,2.0,0.0
130210124001,1.0,2.0,2.0,0.0
130210124002,2.0,2.0,2.0,0.0
130210124003,2.0,0.0,2.0,0.0
130210124004,1.0,1.0,1.0,0.0
130210125001,1.0,1.0,1.0,0.0
130210125002,1.0,73.0,73.0,0.0
130210125003,1.0,7.0,7.0,0.0
130210126001,2.0,9.0,9.0,0.0
130210126002,2.0,5.0,5.0,0.0
130210126003,1.0,100.0,100.0,0.0
130210126004,1.0,2.0,2.0,0.0
130210127001,1.0,0.0,1.0,0.0
130210127002,2.0,15.0,15.0,0.0
130210127003,1.0,0.0,1.0,0.0
130210128001,55.0,19.0,55.0,0.0
130210128002,1.0,1.0,1.0,0.0
130210128003,2.0,3.0,3.0,0.0
130210129001,2.0,1.0,2.0,0.0
130210129002,6.0,2.0,6.0,0.0
130210131011,1.0,6.0,6.0,0.0
130210131012,1.0,2.0,2.0,0.0
130210131013,2.0,3.0,3.0,0.0
130210131021,2.0,1.0,2.0,0.0
130210131022,241.0,50.0,241.0,0.0
130210131023,1.0,4.0,4.0,0.0
130210131024,2.0,2.0,2.0,0.0
130210132011,1.0,0.0,1.0,0.0
130210132012,1.0,7.0,7.0,0.0
130210132013,2.0,13.0,13.0,0.0
130210132014,1.0,8.0,8.0,0.0
130210132021,1.0,10.0,10.0,0.0
130210132022,2.0,5.0,5.0,0.0
130210132023,1.0,1.0,1.0,0.0
130210133021,1.0,3.0,3.0,0.0
130210133022,2.0,2.0,2.0,0.0
130210133023,1.0,3.0,3.0,0.0
130210133024,2.0,2.0,2.0,0.0
130210134071,4.0,2.0,4.0,0.0
130210134072,3.0,1.0,3.0,10.0
130210134081,5.0,4.0,5.0,4.0
130210134082,2.0,53.0,53.0,0.0
130210134091,2.0,3.0,3.0,0.0
130210134092,2.0,5.0,5.0,0.0
130210134101,2.0,0.0,2.0,0.0
130210134102,7.0,0.0,7.0,0.0
130210134103,4.0,0.0,4.0,4.0
130210134111,4.0,87.0,87.0,10.0
130210134112,310.0,128.0,310.0,10.0
130210135021,1.0,3.0,3.0,0.0
130210135022,1.0,2.0,2.0,0.0
130210135031,1.0,2.0,2.0,0.0
130210135041,5.0,0.0,5.0,0.0
130210135042,2.0,0.0,2.0,0.0
130210135043,2.0,0.0,2.0,0.0
130210135044,2.0,0.0,2.0,0.0
130210136031,1.0,45.0,45.0,0.0
130210136032,1.0,2.0,2.0,0.0
130210136041,1.0,2.0,2.0,0.0
130210136042,1.0,2.0,2.0,0.0
130210136043,2.0,2.0,2.0,0.0
130210136051,2.0,1.0,2.0,0.0
130210136052,1.0,3.0,3.0,0.0
130210136053,1.0,0.0,1.0,0.0
130210136061,2.0,0.0,2.0,0.0
130210136062,2.0,0.0,2.0,0.0
130210136063,1.0,0.0,1.0,0.0
130210136064,3.0,0.0,3.0,0.0
130210137001,5.0,0.0,5.0,1.0
130210137002,2.0,0.0,2.0,0.0
130210137003,2.0,0.0,2.0,0.0
130210138001,2.0,2.0,2.0,0.0
130210138002,2.0,57.0,57.0,0.0
130210139001,2.0,13.0,13.0,0.0
130210139002,1.0,1.0,1.0,2.0
130237901001,2.0,2.0,2.0,0.0
130237901002,1.0,2.0,2.0,0.0
130237902001,1.0,63.0,63.0,0.0
130237902002,399.0,156.0,399.0,0.0
130237903001,1.0,0.0,1.0,0.0
130237903002,2.0,0.0,2.0,0.0
130237903003,1.0,0.0,1.0,0.0
130237903004,5.0,0.0,5.0,2.0
130259601001,2.0,0.0,2.0,0.0
130259601002,1.0,0.0,1.0,0.0
130259601003,1.0,0.0,1.0,0.0
130259602001,1.0,0.0,1.0,0.0
130259602002,58.0,0.0,58.0,0.0
130259602003,127.0,0.0,127.0,0.0
130259603001,2.0,3.0,3.0,0.0
130259603002,2.0,3.0,3.0,0.0
130259603003,1.0,1.0,1.0,0.0
130279602001,1.0,2.0,2.0,0.0
130279602002,1.0,3.0,3.0,0.0
130279603001,1.0,0.0,1.0,0.0
130279603002,2.0,0.0,2.0,0.0
130279603003,1.0,0.0,1.0,0.0
130279603004,1.0,0.0,1.0,0.0
130279604001,3.0,79.0,79.0,0.0
130279604002,1.0,119.0,119.0,0.0
130279604003,1.0,5.0,5.0,0.0
130279605001,2.0,62.0,62.0,0.0
130279605002,396.0,56.0,396.0,0.0
130279605003,2.0,110.0,110.0,0.0
130279606001,1.0,2.0,2.0,0.0
130279606002,1.0,1.0,1.0,0.0
130279606003,2.0,2.0,2.0,0.0
130299201011,1.0,2.0,2.0,0.0
130299201012,1.0,2.0,2.0,0.0
130299201021,1.0,0.0,1.0,0.0
130299201022,2.0,0.0,2.0,0.0
130299201023,2.0,0.0,2.0,0.0
130299203011,2.0,3.0,3.0,0.0
130299203031,6.0,3.0,6.0,2.0
130299203032,3.0,16.0,16.0,2.0
130299203051,44.0,25.0,44.0,0.0
130299203052,1.0,1.0,1.0,0.0
130299203061,4.0,0.0,4.0,1.0
130299203062,2.0,0.0,2.0,0.0
130299203063,1.0,0.0,1.0,0.0
130299800001,2.0,1.0,2.0,0.0
130311101001,2.0,2.0,2.0,0.0
130311101002,1.0,3.0,3.0,0.0
130311101003,1.0,2.0,2.0,0.0
130311102001,1.0,0.0,1.0,0.0
130311102002,1.0,0.0,1.0,0.0
130311102003,2.0,0.0,2.0,0.0
130311102004,2.0,0.0,2.0,0.0
130311102005,1.0,0.0,1.0,0.0
130311102006,2.0,0.0,2.0,0.0
130311103001,1.0,0.0,1.0,0.0
130311103002,1.0,0.0,1.0,8.0
130311103003,1.0,0.0,1.0,0.0
130311103004,1.0,0.0,1.0,0.0
130311104011,193.0,28.0,193.0,0.0
130311104012,2.0,0.0,2.0,7.0
130311104013,1.0,1.0,1.0,0.0
130311104031,2.0,0.0,2.0,0.0
130311104032,3.0,0.0,3.0,0.0
130311104033,2.0,0.0,2.0,0.0
130311104041,2.0,0.0,2.0,2.0
130311104042,1.0,0.0,1.0,0.0
130311104043,7.0,0.0,7.0,0.0
130311105001,6.0,54.0,54.0,1.0
130311105002,6.0,123.0,123.0,0.0
130311105003,2.0,0.0,2.0,2.0
130311105004,2.0,0.0,2.0,0.0
130311106011,2.0,0.0,2.0,0.0
130311106012,3.0,0.0,3.0,0.0
130311106013,3.0,0.0,3.0,0.0
130311106021,2.0,1.0,2.0,0.0
130311106022,2.0,1.0,2.0,0.0
130311106023,192.0,89.0,192.0,0.0
130311107001,1.0,0.0,1.0,0.0
130311107002,2.0,0.0,2.0,0.0
130311107003,1.0,0.0,1.0,0.0
130311107004,2.0,0.0,2.0,0.0
130311108001,2.0,1.0,2.0,0.0
130311108002,2.0,1.0,2.0,0.0
130311109001,1.0,0.0,1.0,0.0
130311109002,1.0,0.0,1.0,0.0
130311109003,1.0,0.0,1.0,0.0
130311109004,1.0,0.0,1.0,0.0
130339501001,1.0,0.0,1.0,0.0
130339501002,2.0,0.0,2.0,0.0
130339502001,1.0,2.0,2.0,0.0
130339502002,1.0,3.0,3.0,0.0
130339504001,2.0,20.0,20.0,0.0
130339504002,1.0,19.0,19.0,0.0
130339504003,1.0,41.0,41.0,0.0
130339504004,2.0,2.0,2.0,0.0
130339505001,1.0,1.0,1.0,0.0
130339505002,6.0,44.0,44.0,0.0
130339505003,155.0,74.0,155.0,0.0
130339507001,2.0,4.0,4.0,0.0
130339507002,2.0,2.0,2.0,0.0
130339507003,1.0,2.0,2.0,0.0
130339509001,2.0,2.0,2.0,0.0
130339509002,2.0,3.0,3.0,0.0
130351501001,2.0,0.0,2.0,0.0
130351501002,1.0,0.0,1.0,0.0
130351501003,2.0,0.0,2.0,0.0
130351501004,1.0,0.0,1.0,0.0
130351501005,1.0,0.0,1.0,0.0
130351502001,1.0,0.0,1.0,0.0
130351502002,6.0,0.0,6.0,0.0
130351502003,227.0,0.0,227.0,0.0
130351502004,1.0,0.0,1.0,0.0
130351502005,2.0,0.0,2.0,0.0
130351503001,1.0,6.0,6.0,0.0
130351503002,2.0,3.0,3.0,0.0
130351503003,1.0,2.0,2.0,0.0
130351503004,2.0,2.0,2.0,4.0
130379501001,1.0,2.0,2.0,0.0
130379501002,2.0,6.0,6.0,0.0
130379502001,2.0,5.0,5.0,0.0
130379502002,1.0,4.0,4.0,0.0
130379502003,2.0,6.0,6.0,0.0
130379502004,5.0,5.0,5.0,0.0
130390101001,2.0,2.0,2.0,0.0
130390101002,2.0,2.0,2.0,0.0
130390102001,57.0,0.0,57.0,0.0
130390102002,1.0,0.0,1.0,0.0
130390102003,1.0,0.0,1.0,0.0
130390103011,339.0,0.0,339.0,0.0
130390103012,1.0,0.0,1.0,8.0
130390103013,1.0,0.0,1.0,0.0
130390103014,1.0,0.0,1.0,0.0
130390103021,1.0,2.0,2.0,0.0
130390103022,7.0,6.0,7.0,0.0
130390103023,2.0,2.0,2.0,0.0
130390104011,239.0,0.0,239.0,0.0
130390104012,3.0,0.0,3.0,0.0
130390104013,2.0,0.0,2.0,4.0
130390104021,1.0,0.0,1.0,0.0
130390104022,1.0,0.0,1.0,0.0
130390104031,4.0,1.0,4.0,0.0
130390105001,1.0,4.0,4.0,0.0
130390105002,1.0,0.0,1.0,0.0
130390106011,254.0,0.0,254.0,2.0
130390106012,140.0,0.0,140.0,0.0
130390106013,275.0,0.0,275.0,0.0
130390106021,1.0,1.0,1.0,0.0
130439501001,1.0,1.0,1.0,0.0
130439501002,3.0,25.0,25.0,0.0
130439501003,1.0,41.0,41.0,0.0
130439502001,2.0,104.0,104.0,11.0
130439502002,2.0,2.0,2.0,0.0
130439502003,247.0,75.0,247.0,0.0
130439503001,1.0,1.0,1.0,0.0
130439503002,1.0,3.0,3.0,0.0
130459101011,5.0,2.0,5.0,2.0
130459101012,2.0,7.0,7.0,0.0
130459101031,5.0,2.0,5.0,0.0
130459101032,1.0,4.0,4.0,0.0
130459101041,1.0,0.0,1.0,0.0
130459101042,2.0,0.0,2.0,0.0
130459101043,2.0,0.0,2.0,0.0
130459101044,306.0,0.0,306.0,0.0
130459102001,2.0,0.0,2.0,4.0
130459102002,1.0,0.0,1.0,0.0
130459102003,1.0,0.0,1.0,0.0
130459103001,2.0,0.0,2.0,5.0
130459103002,1.0,0.0,1.0,0.0
130459103003,2.0,0.0,2.0,0.0
130459104001,1.0,1.0,1.0,0.0
130459104002,69.0,27.0,69.0,0.0
130459104003,2.0,5.0,5.0,0.0
130459105011,6.0,0.0,6.0,1.0
130459105012,2.0,0.0,2.0,0.0
130459105013,284.0,0.0,284.0,0.0
130459105014,1.0,0.0,1.0,0.0
130459105021,1.0,3.0,3.0,0.0
130459105022,1.0,2.0,2.0,0.0
130459105023,2.0,2.0,2.0,0.0
130459106001,6.0,2.0,6.0,0.0
130459106002,1.0,1.0,1.0,2.0
130459106003,3.0,1.0,3.0,0.0
130459107011,1.0,0.0,1.0,0.0
130459107012,141.0,0.0,141.0,2.0
130459107013,2.0,0.0,2.0,0.0
130459107021,1.0,0.0,1.0,0.0
130459107022,1.0,0.0,1.0,0.0
130459107023,2.0,0.0,2.0,0.0
130459107031,318.0,0.0,318.0,0.0
130459107032,1.0,0.0,1.0,0.0
130459107033,1.0,0.0,1.0,0.0
130459107034,1.0,0.0,1.0,0.0
130459108001,2.0,3.0,3.0,0.0
130459108002,1.0,2.0,2.0,0.0
130459109001,1.0,2.0,2.0,0.0
130459109002,2.0,3.0,3.0,0.0
130459110001,5.0,0.0,5.0,0.0
130459110002,2.0,0.0,2.0,0.0
130459110003,276.0,0.0,276.0,0.0
130459111001,1.0,0.0,1.0,0.0
130459111002,2.0,0.0,2.0,0.0
130459111003,2.0,0.0,2.0,0.0
130459111004,1.0,0.0,1.0,0.0
130459111005,2.0,0.0,2.0,0.0
130459112001,1.0,0.0,1.0,0.0
130459112002,2.0,0.0,2.0,0.0
130459112003,1.0,0.0,1.0,0.0
130459112004,125.0,0.0,125.0,0.0
130470301001,1.0,1.0,1.0,0.0
130470301002,1.0,2.0,2.0,0.0
130470301003,1.0,2.0,2.0,0.0
130470301004,1.0,1.0,1.0,0.0
130470302011,166.0,248.0,248.0,2.0
130470302012,5.0,52.0,52.0,2.0
130470302021,331.0,72.0,331.0,0.0
130470302022,2.0,2.0,2.0,0.0
130470302023,2.0,1.0,2.0,0.0
130470303011,2.0,0.0,2.0,1.0
130470303012,1.0,0.0,1.0,0.0
130470303013,1.0,0.0,1.0,0.0
130470303031,1.0,1.0,1.0,0.0
130470303041,2.0,1.0,2.0,0.0
130470304011,2.0,0.0,2.0,0.0
130470304012,1.0,0.0,1.0,0.0
130470304013,3.0,0.0,3.0,0.0
130470304021,1.0,1.0,1.0,0.0
130470304022,1.0,3.0,3.0,0.0
130470304023,1.0,3.0,3.0,0.0
130470304024,1.0,4.0,4.0,0.0
130470305001,1.0,0.0,1.0,0.0
130470305002,6.0,0.0,6.0,0.0
130470305003,2.0,0.0,2.0,0.0
130470306001,2.0,1.0,2.0,0.0
130470306002,1.0,1.0,1.0,0.0
130470306003,2.0,1.0,2.0,0.0
130470306004,1.0,2.0,2.0,0.0
130470306005,1.0,1.0,1.0,0.0
130470307001,1.0,0.0,1.0,0.0
130470307002,2.0,0.0,2.0,0.0
130470307003,2.0,0.0,2.0,0.0
130470307004,1.0,0.0,1.0,0.0
130470307005,1.0,0.0,1.0,0.0
130490101001,1.0,0.0,1.0,0.0
130490101002,2.0,0.0,2.0,0.0
130490101003,2.0,0.0,2.0,0.0
130490101004,1.0,0.0,1.0,0.0
130490102001,2.0,2.0,2.0,0.0
130490102002,2.0,2.0,2.0,0.0
130510001001,4.0,0.0,4.0,3.0
130510003001,45.0,0.0,45.0,28.0
130510003002,7.0,0.0,7.0,3.0
130510006011,1.0,0.0,1.0,0.0
130510006012,1.0,0.0,1.0,0.0
130510006013,2.0,2.0,2.0,0.0
130510006014,167.0,130.0,167.0,1.0
130510006015,1.0,0.0,1.0,0.0
130510009001,3.0,0.0,3.0,0.0
130510011001,101.0,3.0,101.0,0.0
130510011002,1.0,24.0,24.0,0.0
130510012001,1.0,0.0,1.0,0.0
130510015001,5.0,0.0,5.0,5.0
130510020001,1.0,2.0,2.0,0.0
130510020002,2.0,1.0,2.0,0.0
130510021001,1.0,19.0,19.0,0.0
130510021002,1.0,0.0,1.0,0.0
130510021003,2.0,1.0,2.0,0.0
130510022001,1.0,1.0,1.0,0.0
130510022002,2.0,9.0,9.0,0.0
130510022003,1.0,0.0,1.0,0.0
130510022004,3.0,2.0,3.0,0.0
130510022005,1.0,2.0,2.0,0.0
130510023001,1.0,79.0,79.0,0.0
130510023002,2.0,1.0,2.0,0.0
130510026001,6.0,0.0,6.0,0.0
130510026002,141.0,0.0,141.0,0.0
130510027001,1.0,1.0,1.0,0.0
130510027002,2.0,7.0,7.0,0.0
130510027003,2.0,0.0,2.0,0.0
130510027004,1.0,1.0,1.0,0.0
130510028001,2.0,1.0,2.0,0.0
130510028002,5.0,2.0,5.0,0.0
130510028003,46.0,73.0,73.0,0.0
130510029001,1.0,0.0,1.0,0.0
130510029002,1.0,1.0,1.0,0.0
130510029003,1.0,1.0,1.0,0.0
130510029004,1.0,0.0,1.0,0.0
130510030001,2.0,1.0,2.0,0.0
130510030002,1.0,3.0,3.0,0.0
130510033011,2.0,1.0,2.0,0.0
130510033012,1.0,3.0,3.0,0.0
130510033021,1.0,1.0,1.0,0.0
130510034001,1.0,1.0,1.0,0.0
130510034002,1.0,2.0,2.0,0.0
130510034003,1.0,6.0,6.0,0.0
130510034004,2.0,3.0,3.0,0.0
130510034005,1.0,113.0,113.0,0.0
130510035011,1.0,3.0,3.0,2.0
130510035012,6.0,3.0,6.0,0.0
130510035013,2.0,12.0,12.0,0.0
130510035021,2.0,42.0,42.0,0.0
130510035022,1.0,1.0,1.0,0.0
130510035023,1.0,3.0,3.0,0.0
130510035024,2.0,18.0,18.0,0.0
130510036011,232.0,63.0,232.0,0.0
130510036012,1.0,1.0,1.0,0.0
130510036021,1.0,2.0,2.0,0.0
130510036022,1.0,12.0,12.0,0.0
130510036023,1.0,0.0,1.0,0.0
130510036024,2.0,17.0,17.0,0.0
130510036025,4.0,1.0,4.0,0.0
130510037001,58.0,18.0,58.0,0.0
130510037002,1.0,1.0,1.0,0.0
130510038001,188.0,118.0,188.0,0.0
130510038002,378.0,207.0,378.0,0.0
130510039001,2.0,1.0,2.0,0.0
130510039002,1.0,4.0,4.0,0.0
130510039003,1.0,0.0,1.0,0.0
130510039004,6.0,5.0,6.0,0.0
130510040011,2.0,73.0,73.0,2.0
130510040012,6.0,1.0,6.0,0.0
130510040013,2.0,3.0,3.0,0.0
130510040014,5.0,51.0,51.0,0.0
130510040015,2.0,2.0,2.0,0.0
130510040021,1.0,3.0,3.0,0.0
130510040022,165.0,22.0,165.0,0.0
130510040023,1.0,305.0,305.0,5.0
130510040024,4.0,150.0,150.0,0.0
130510041001,2.0,3.0,3.0,0.0
130510041002,1.0,0.0,1.0,0.0
130510042071,7.0,0.0,7.0,0.0
130510042072,2.0,2.0,2.0,0.0
130510042073,7.0,2.0,7.0,2.0
130510042081,72.0,31.0,72.0,0.0
130510042082,2.0,14.0,14.0,0.0
130510042083,2.0,0.0,2.0,0.0
130510042084,2.0,23.0,23.0,4.0
130510042085,6.0,0.0,6.0,0.0
130510042091,1.0,12.0,12.0,0.0
130510042092,6.0,70.0,70.0,0.0
130510042093,2.0,1.0,2.0,0.0
130510042101,163.0,2.0,163.0,0.0
130510042102,2.0,28.0,28.0,0.0
130510042103,5.0,64.0,64.0,0.0
130510042104,378.0,0.0,378.0,0.0
130510042111,4.0,0.0,4.0,2.0
130510042112,1.0,4.0,4.0,0.0
130510042113,5.0,3.0,5.0,0.0
130510042114,1.0,0.0,1.0,0.0
130510042121,353.0,107.0,353.0,0.0
130510042122,2.0,46.0,46.0,0.0
130510042123,1.0,1.0,1.0,0.0
130510043001,3.0,31.0,31.0,12.0
130510044001,1.0,7.0,7.0,0.0
130510044002,1.0,3.0,3.0,0.0
